SN,tweet_text,polarity
618,In raiponse his re m for the confines that it n go not to the kingdom of Corona on this good evening e,0.7
619,Lol as normal in 6 day d had my Miyon I lived my life beautiful corona ta m re deh,0.6
620,Caca Islam That the corona s fall upon those assholes,0.0
621,BTS VIDEO MOVIE GOD ALONE DESTINY STAFF COOK BOOK amazing apple amazon music coronavirus Indiana GARY CHICAGO VIRAL CLOUT business Calumet City Illinois,0.6000000000000001
622,Mr since your message adress the nation you guard your silence as corona does s worse,-0.4
623,I've always said that the police are idiots Now if they catch the corona because they wanted to play the boxers with the child to others what they'll say Fuck 17 was moving at all,-0.6000000000000001
624,St Corona patroness crumbs pid to 160 martyris e 17 she was shall adopt and tortured e is brought to him a worship Particular re Austria and Germany or more p pilgrimage is him di s These r replicas are preserved are in a basilica in northern Italy,0.3333333333333333
625,Wssh my fucking Mayor has the corona,-0.6
626,Rap corona with a little style to twitter com Arton Jok status 1243280996809814016,-0.1875
627,Jte said I have the corona you tell me about chicha,0.0
628,N Imr said corona c is a stand and that must abut the handler the,0.0
629,J n'm sick to be feat e s after the corona I will run away,-0.7142857142857143
630,Corona Virus between fears and realities via r,0.0
631,Estimate your future victims Corona jpense 1 billion 500 million easily too OK OK Yes yes I would have thought possible with 1 billion indirectly look Oulala MDR,0.2866666666666667
632,Because of the corona was domroir to go anywhere,0.0
633,Go to a doctor m the work educ nat Not to bitch I Demand to see when was the mask control V confirm how it is possible to make a cabinet sp cial corona and out with 49 3 onnoublierapas,0.0
634,"200,000 signatories of a p Posted to support the procedure launched by E 600 m doctors that n is the aim of a large cleaning and as Pelloux said after today's episode this one will live better Corona",0.28354978354978355
635,"We fighting Corona Corona ah shod mutu pasi but does have a beautiful voice, but good",0.7749999999999999
636,Good agreement with J esp re James Corona,0.7
637,He returned there the Corona can m not me out DUCOUP,0.0
638,All items in the m dias fran ais fran ais will they become alcoholics with the famous aperitif Corona me on the drive cool are still bi res alcoholic neighbors through the wall Moi deliveryman when I woodpecker twitter com Py1jORtWiD,0.19999999999999998
639,Stay at home bg Are the corona that soul ve science dbr,0.0
640,Wait not move I'll have t snatch the bright beard is a C or corona Citationpic twitter com vbEHK4rDqH,0.7000000000000001
641,I HAVE RE PR F CORONA AS YOU SUCK C GOOD,0.7
642,Corona of the plot that passes through the mind,0.0
643,The story of the guy who was actually c leave by his girl friend and c via snap psk he had the corona c etaiq too big to be true wsh,0.11666666666666665
644,When the dead people will turn corona,-0.2
645,1 lotiliki snl away mayi r 2 g of water 3 biloko patient is kobikela d c d 4 corona 2semaine 5 5 the death 2semaine hunger Kinshasa makambu,0.0
646,2021 e jsuis husband if he corona finished by Sunday,0.0
647,Aquarius hypersensitive empathy x1000 corona traveling stress of anxiety attack I let you imagine my mental and physical state,-0.05
648,Corona containment tray and the only thing that holds me pr c is the arrival of Alix in Marseille,0.0
649,The corona t out of you,0.0
650,a d mock it had to be in a large villa and swimming pool all this am but the corona has to cid otherwise,0.21428571428571427
651,Ya me to miss my code the rst time to crash my car after 5mois miss my bin and chopper corona virus in my city of shit Go kisses,-0.2
652,I jveux po have also corona,0.0
653,SO YOU'RE MET BEFORE THE GUYS FROM THE POTATO OF DEATH BECAUSE IF I AM NOT A PLACE OR CORONA,0.0
654,Well I angoiss e with this coronavirus,0.0
655,come after the corona it is getting more kiss too boring c,-0.25
656,I think the corona is Mount at 2020 m virus,0.0
657,at worst I was re pr f corona lol and then I think t es m qd isolated me from the rest of the patients qd m me they will not put you with them,-0.09999999999999998
658,Inshallah the corona bar psk j fed up,0.0
659,You j esp re you going to have the corona because you m rites nothing better come talk face Poto d j t not take your dirty mouth you put not your old t o mouk zebol you will eat your dead as shit,-0.08
660,Highlander Corona c is nothing for him,0.0
661,The boats do not because of the water around them they flow because of water entering the int laughing do not let rivers v events that occur around you p n trate your mind and you run lute against the corona virus,0.0
662,has grv makes me sad news a young 16 year old girl died of the corona of France because it speaks of a sudden on the second of my e lyc,-0.06000000000000001
663,So pathetic is you spend all I think you have my problems of health so CAREFUL Small id e you can spit your venom on Corona th rhythm of the night,-0.45
664,My friends and I we could have done the tiktok the challenge if we had brushes and we knew that using the app But everything is c corona,0.0
665,wshhhhhh how she melted his chocolate she esp re j it will have the corona,0.0
666,C was his day and his health hour or not t is they are in good health they die of cardiac arrest Must to question corona is dangerous for everyone and if not die of Corana it will be for something else the day is will die Asking the right questions,0.05714285714285712
667,I swear Until then no action is taken for the survival of poor families are more serious risk of life have lost not because of the corona but because of the containment inversetotal,-0.07083333333333333
668,I not take the s rieux but Africa will suffer so much with this Corona Virus hurts too much,0.2
669,It does not shock me people die of Corona people clutching what they can C is transient inshallah,0.0
670,T have taken that which J esp re t es patient PCQ me has been a week and I expect mine m Nike has said that would be delayed because of the corona,0.0
671,Just said the Inna corona virus called t r ensure she will live but before the door closes any cl,0.13636363636363635
672,well if s r c is mismanagement when the corona has been tect of China r action of the authorities has put up posters in the AIRPORTS,0.1
673,I think this man is immunized against the Covid s after all that he's eaten the corona can be afraid of him peak twitter com hpVM5nWowx,-0.6
674,she sings in my ear no no no corona s,0.0
675,Pretend not to understand C's funny is a map showing that out yesterday g ographiquement have been exactly the same households in Italy during a malaria epidemic in 2017 and the corona in 2020,0.16666666666666666
676,It's been more than half a century so that it studies the corona do not come add even more doubts and fake on this topic please coronaviruses have been covered in the years of 1960 are,0.08333333333333334
677,Corona is the Raoul as his,0.0
678,First of all we fighting Corona ca mean nothing,-0.03125
679,Seeking not far you c is corona,-0.05
680,Big joke pr our president who wants to support Africa facing the corona topic that he will support the G20 tomorrow But it happens n m not me to deliver masks save his people what hole that the,0.1
681,Now that the corona virus obliged to see how your marriage explain pregnancy Character I await the response of young r chr tien Thanks,0.15000000000000002
682,I prefer to die f re thylique a coma that Corona,-0.1
683,I prefer f re catch the Corona than being a victim of the beating of the order forces,-0.07500000000000001
684,a para t compl ment of cal I can not believe that jeans cops beat up a kid like is because it is down home C is to gueulasse Corona or no elsewhere they s do not care Corona and h hospitals Macron these murderers has made this country a hell,-0.15555555555555559
685,My daron on facebook it is coasting on the subject of the corona I have wanted to shoot me,-0.16666666666666666
686,Jspr that he pa corona he owe me as I am that it pays before dying,0.0
687,Black cat lady bug and what is happening in paris c is not their problem oubien me what they are afraid of the corona,-0.3833333333333333
688,bah I'd appointment to the parallel ism but has closed the corona,-0.05
689,Who knows someone touch the corona virus,0.0
690,C is a frr are d j been corona virus but not as violent,-0.8
691,You see my cute face and the only thing you find tell me is that I m ​​called corona Ah there you'll bless you m,0.25
692,Apart from this comment is what you have a real love life corona thank you,0.75
693,Yes it is a kind enferm carnival with masks and gloves taking temp erasure of tracking the input has to see if e t are positive corona,0.41363636363636364
694,Uhh I can not find the question you b But I find that coronavirus is b s attack you for such an expensive country Piti Corona you find another target of Yandi,-0.25
695,BRAVO THEM Confin're at work in a Tunisian factory of 150 people to open a natur res most are enferm're up with enough to live in near autarky to continue making protection masks for caregivers struggling against the new corona peak twitter com K4EpKTkECt,0.14545454545454545
696,esquiv the WWIII was unaware that Corona was waiting,0.0
697,Ahaha corona bz it all,0.0
698,People of God nothing impossible for God and God above all the world the cost voi God God exists and corona viruses like everything but God and above all,-0.2222222222222222
699,So Dr. awaited riels mat ds his office he do not know that it must fulfill certain formalities sm me if we know that c is ready corona but there is one proc hard to follow it can not say that it is block to the customs while m na me anything just let him,0.04087301587301586
700,C is that when Marie d in the pen has the corona wsh It c enferm in bunker or what orh,0.0
701,And kits for testing will bring us even more corona these Chinese people came to kill us,0.25
702,one expects a cute message for all give us strength for the corona,0.5
703,C is a vid o Kemi Seba on the global crisis of the Corona Virus and responsibility s policies Please look,0.0
704,Macron n has not ended with his destruction of business it is but the of aim A more serious thing the Corona virus c is Macron it m me as his folly and his rotten mentality have already contaminated millions of people not just in m Media and peak twitter com TXb9piAiH8 policy,0.08333333333333334
705,The school at the time of corona via www en France Culture broadcasts grounded lecole the time of corona,0.0
706,I type my combo pollen corona c is top,0.5
707,Apparently haunted the virus does not survive in hot conditions then sex boil your blood and automatically kills the Corona virus in China they use sex to treat,0.15
708,They say that he received u treatment against the virus Corona Is this true,0.35
709,Riddle Qu is what is worse than the Corona Virus be allergic to Purell sic peak twitter com ypVeCg6g8K,-0.4
710,I have to catch the corona virus c bien,0.0
711,DMN j l ve me containment corona over a lil drink on the terrace,0.0
712,Before such j silent in lung cancer L mode corona And it is worse than usual for more because usually I do not anguish of attacks every day but what he goes there it looks m has rolled over,-0.00416666666666667
713,Carr ment my re en m just calling to ask me if I knew the girl who died of corona she lives in the city m me,0.0
714,The corona he not joke started to scare me SubhanaAllah,0.0
715,So when people in Europe that they are white or Asian non-treated corona n this not racism was one of agreement is,0.0
716,You'll be there for a tooth but a dentist val d detect Corona,0.0
717,They say that France has re u treatment against the virus Corona Is this true,0.35
718,When you you realize that they are always people who are not in Corona s rieux,0.0
719,There's nothing to understand I m just takes docs against corona,0.0
720,KINGDOM HEARTS III Until the end of time Bronze Venture across the Kingdom of Corona and buckle Chapter peak twitter com xqUEwQtZZu,0.0
721,They say that he received u treatment against the virus Corona Is this true,0.35
722,Wa yene tmt nakk talking corona associate with hp more containment mage and curfew m changing the c LIBAT I swear c is not far from RIP,0.225
723,We must compensate for the loss of Dr. Corona,0.0
724,PTDRRRRRRRRRRR BUT YOUR REASON WE WILL CLOSE WATCH ON THE WILL NOT CORONA after your c the legend I not judge a little qd mm,-0.1875
725,Containment stinks mother but me corona jet not peure,-0.6
726,I stay at home You stay at home remains home We stay with us you stay home they stay home and THE CORONA TO RETURN AT HOME Good evening e,0.7
727,Corona virus beul well reyel Well its svoit it is in Werra jkiff,0.0
728,I have awful m just me as a pain or spasms cr st by anxi t and each time I must associate qq ch now c bcp corona,-1.0
729,No but it's not a virus as the corona people they read half Articles,-0.16666666666666666
730,Fight against Coronavirus No No is the shelter and year not happen that other then us respect the measures pr ventive Prot geons us and protects geons other according to the instructions of the Ministry re of Health to fight against the spread of Corona peak twitter com VPZo40hsV9 From August 4th at Ouagadougou Stadium,-0.125
731,Good evening s e d after corona come not find excuses not your l eh,0.7
732,Actually I have m after my garden mowing the lawn trimming hedges tinker leave it go to my rest and a lot of good to me The sun is shining in Auvergne where better to be than be with a corona bi not re the virus in such weather,0.3
733,Incompetent competence or no willingness Neither one nor the other Lower fuel prices would be suicide for the state D j that is subsidized practically February 3 And given the current climate crisis in NOSO Boko Haram in northern instability Eastern Sonora off Corona c is complicated,-0.24375
734,C is due to corona my sister if we still heaped,-0.125
735,I have sent my dissert s not finished after midnight I put the blame on the corona,0.0
736,"the pride of Nantes v is June 6, you think that it will be voided because of the corona",0.0
737,The coronavirus is in Mali or we will win together or we lose together prevention solidarity Covid 19 corona coronavirus Mali awareness containment gel mask chloroquine Rp,0.8
738,2 Good if l had the effect we see the scheme Corona Personally I think it is the little muscles that I have that melt,0.1708333333333333
739,R v lation and the pastor of the Strat gie About the corona virus,0.0
740,Voil you said that the Congolese artists do not mobilize enough for the corona but the tema es Highlights Benefits Ferre Gola all data,0.0
741,When I have read Emma Watson I have believed that he was going to say that it has the corona my heart start access the rer god she's fine thank you,0.4166666666666667
742,tina marie m a too thought e also to couples who were to say yes to the Lord pray the Lord rek corona Amel nagnou akk dal,0.0
743,If he has the corona we build a wall 8M sah that the cockroach,0.0
744,PTDRRRRRRRRRRRRR wsh the corona makes us laugh all,0.3
745,The world soon to catch the corona of the corona quickly catch the black,0.08333333333333333
746,nin new challenge therefore huh these days some women will still expose us their bodies to show us their weight taken keh concentrated Let s people are Corona thank you,0.13636363636363635
747,A 16 year old daughter of my e lyc died corona kind she lives 10 minutes from home especially careful you do not think you outwit the virus,0.16666666666666666
748,Corona Virus between fears and realities via r,0.0
749,Anyway you mad men j n that peg out your corona,-0.625
750,On this you can focus on the corona virus,0.0
751,You're the one we told you put the toilet in the house nothing voil how curfew and corona will make you ashamed before the children Restezencase,-0.03333333333333333
752,J have finished my training n There will be no delivery of diplomas me because of Corona,0.0
753,The Guin e is the most wonderful country in the world While COVID19 s lives in the world of the Guin ens CIDENT to organize an evening e Corona Like what everyone's pr occupations Sad r alit,0.3333333333333333
754,Corona or Covid 19 pand this sandwich is so consolidate the World People Families My son never returned to the house thank you My Corona Girls fate too thank you outside Corona My Wife comes home late at home Corona My Husband thank you thank you always outside Corona,-0.09999999999999999
755,With a tu m was fighting me the corona,0.0
756,Damn I know if c is the Corona or just a ve created but we will not lie falling from 10 in 2 Days m sickened I think I coughed my lungs x 3 hours ago,0.0
757,It makes us shit up after Miss Corona,-0.2
758,Give a premium when the aura of nuncio most countries in the corona,0.5
759,I just read tt vanitas mm journ e jveu not control the volume 6 jpeu but not because of ptn shit corona,-0.2
760,Lastly but holy shit he can not kiffer to Max because of the corona,-0.1
761,Corona chan d ue,0.0
762,Yes Corona destroyed all of pic twitter com nvMReHxTHs,0.0
763,but how a teenager of 16 years died of corona I am stunned,0.0
764,D ground e j tais direction Brussels back but Miss Corona has to cid otherwise,0.0
765,shall adopt j anxiety aj got hurt flop this ctl last week and sometimes throws me imagine that I have need be op r I die is a 23 year old who died as has Britain they thought ct corona guy had peritonitis,0.05
766,What I know mm lightning strikes or the corona wins,0.3
767,tkt I'll tap coup corona giga my Strat,0.0
768,J just want to hug fuck corona,-0.4
769,Merkel rejects id e corona bonds at the summit of the European Union via the uropean,0.0
770,fr scientific thinking have found a rem pr corona except that he wants to use his passing directly REM phase where it administers the human type 0 tests before so c is Nptk not we know the effects 2ndaires voil wholesale,0.10000000000000002
771,"COVID19 Corona Virus Disease 19 PCQ the new syndrome caused by this virus t d in 2019 covered Otherwise has existed in 2003, but in another form",0.13636363636363635
772,Question for Specialists sp What is the advantage of applying a nighttime curfew if people usually take to the streets during the journ e Corona Virus,-0.25
773,Needless chained dinner with corona,-0.5
774,guy never in my life I have both succeeded r a Q2 but we had that we glue corona finally good to me this year in e veiled,0.7
775,I m re tu before the corona will bring back a souvenir kitsch kind of uk mug Harry and my megan m re now if you find you can get me a meal package I found more here,0.3666666666666667
776,Are here someone who said that the Corona n was that a small valve flu ro Z,-0.25
777,J think I m the corona not want him that nest MST,0.0
778,If c is not the corona will be you we will work peak twitter com KhFZCmXW75,0.0
779,My mother has made a potion against the corona virus,0.0
780,Corona Virus Label peak twitter com THho1UE65s,0.0
781,h but that corona is that we will him s questrer its m re him what great fool l v rit,0.8
782,"in 3 months, we will say that remembers the corona",0.0
783,Tell Soya go home Corona or koyy I m inqui you for it,0.0
784,Should I go see the doctor m sachz I need if I have the corona or not,0.0
785,NouvellePhotoDeProfil Bring me Pomp but i Corona peak twitter com u5anFfNPLY,0.0
786,still no sound of Cheb bello about the corona Patience ta3i rad tetla9,-0.2
787,We fighting corona corona corona corona to fight kaka If thou COMPARED not with the small lease Fally containment yes wallah c is not GMK,-0.25
788,Mdrrr you are obs ds by a Mdr has become hilarious force speaks corona and fascists in the middle talking to you r fugi s and Turkey change the disc c is null Your speech c is the dance the end sardines e night,0.25
789,I'd like to cry too need to live for the summer to laugh wsh Miss corona YOURE A WOMAN DEAD,0.07878787878787878
790,How Jul hundred e sleep while Cardi B shouts corona virus in my t you,0.0
791,A center of tracking drive corona opens the seventeenth through town,-0.1
792,You save not people of Corona you,0.0
793,I make every day to pri res that it catches the corona,0.0
794,Ptdrrrrrrrr find REM please the corona,0.0
795,Thank you has changed me lol Corona,0.8
796,How they made to rid of SARS in 2003 and no corona Because it is virtually the same contract thing the corona with just less extent and they were using containment as,-0.08333333333333333
797,Are we aware that our future depends of the corona,0.125
798,I'll look has started suddenly spoke of Corona in 2018 when m me,0.0
799,I ve r s desire to improve my fran ais am more during the holidays corona So I'll probably watch many s ries in Netflix's so there are good s ries fran ease on Netflix you know let me know,0.5666666666666667
800,The chleuh Listen to music lhoucine Taus the corona is too strong,0.4333333333333333
801,Jdr was a nickname It will make us ds s ries about 1 and a half s series netflix confined s relivez the month o corona has blocked the world,-0.16666666666666666
802,When the corona is over I would say hello to all the people in the street,0.0
803,Ms with the corona is too earth,0.0
804,he always has one goal can thank the corona,0.0
805,Well I'll try to relativize and tell me that c is then corona,0.0
806,gangsta when 2020 began I thought my solutions r s e ann was going to be going to the gym or eat less but not now survive c is the corona I'm tired lol,0.07777777777777779
807,Corona virus is indeed reyelle ntr,0.0
808,They proclaim r Balkany mdrrrr the only one who can g rer corona according to them,0.0
809,In true Corona my give an excuse to catch up with people I missed norm lies and tell them that I miss them mdrr And has done more good than harm for the moment Moral behave adults say what you feel m me if it is a little hard,0.14583333333333331
810,But Miss graaaaaave corona just crash the party as a,0.0
811,Between r form of the courses that I have wolf tray because of the gr gr ves ves of teacher and Corona d s surely something I understand I have not pk my tank,0.5
812,I look for guys or girls who corona I'll open a d bisness popcorn tasting free Supp ment choco has 50ct by against the chocolate has a weird smell but it's normal on my s needs heating a time in a small space contact me,-0.039999999999999994
813,These cops are not well deh The Gar touss he corona,0.0
814,Actually Not That con sal n had not TRAP corona virus People are pr ts all to scrape RT and C followers is just a shame,0.0
815,The corona will technically arrange t,0.0
816,Let them speak not they just know they hear corona if young people are racing to mean that others will die,-0.10625
817,It comes out of the coma he learned d c s Kobe pand the crumb of the corona invasion Locusts ect wlh timing sucks,-0.2
818,The corona m had good luck all those who work and continues fight courageously against the virus and support the population despite the lack of protection and means dispensary,0.7
819,I have a frero it fell today C was not because of Corona,0.0
820,It is only invisible to the naked eye like the corona virus without ZERO BAND DIGNITY peak twitter com UXqiL2J7kF,0.0
821,therefore there is a zoulette he did believe twitter that he had the corona virus so that it s just made op rer,0.0
822,Corona C virus is nothing before I can catch in the water the better I cooked in silence,0.5
823,Several patients had associated with other infections are bacterial ries and mushrooms in particular Acinetobacter baumannii r s r resistant to antibiotics C is the rate of lymphocytes s very low because of the Corona virus peak twitter com 0fLTszCB00,0.010416666666666664
824,J thought I heard of WHO Patron of the mouth that Corona was AIRBORNE can to lie,0.0
825,The corona is lev it tilts to the glorious spectacle of the Parisian political sc does bam 6 years Hidalgo also that c is who is happy,0.4
826,Virus and Corona's attack on the net and BenjaminGrivaux LREM,0.0
827,Protection device against the corona virus has the Gao airport is made with the means at TARGUI Gao Coronaviuspic twitter com NnS5QuPxEf,0.0
828,Wall Street investment h s website questioning the corona placementspic twitter com AyKlLiJ1IG,0.0
829,2017 No Better yet but Corona C virus is ring-shaped virus gn Name America twitter pic com aO67bGFcrW,-0.25
830,People who have not seen all the Twilight and Hunger Games all you m ritez to be contaminated not corona virus before everyone,0.0
831,Y Had a girl had Coronavirus beside me I'm not holding me to eat my personal chouquettes,0.0
832,No but arete you and you will also tell us that the corona virus is not Islamic,0.0
833,Corona me 52 system peak twitter com AqarkTz0yi,0.0
834,Lol I prefer f rerais Corona Virus this shit,0.30000000000000004
835,The corona virus is also entitled him to celebrate Valentine's Day,0.0
836,I'm on my mac j'fais j'le in fashion and want to be all eyeGO the rst having the good will j arr te me up t Corona you,0.7
837,We learn a little more when the situation of homestands episode with the corona virus homestands The f February and March and the Spark in China are canceled s s Some games will add to the homestand in week 5,0.15625
838,god it's you pla t I want to thank you and the corona,0.0
839,Corona virus warning first case in Africa tect The authorities have gyptiennes signal s first case on the ground Egyptian peak twitter com rOU7ornfFd,0.25
840,It may Coughing after Corona of Health,0.0
841,In true is s blc but so Fr rot we'll all die of Corona virus anyway we,0.35
842,Corona C virus is nothing before I can catch in the water the better I cooked in silence,0.5
843,Several patients had associated with other infections are bacterial ries and mushrooms in particular Acinetobacter baumannii r s r resistant to antibiotics C is the rate of lymphocytes s very low because of the Corona virus peak twitter com 0fLTszCB00,0.010416666666666664
844,J thought I heard of WHO Patron of the mouth that Corona was AIRBORNE can to lie,0.0
845,The corona is lev it tilts to the glorious spectacle of the Parisian political sc does bam 6 years Hidalgo also that c is who is happy,0.4
846,Virus and Corona's attack on the net and BenjaminGrivaux LREM,0.0
847,Protection device against the corona virus has the Gao airport is made with the means at TARGUI Gao Coronaviuspic twitter com NnS5QuPxEf,0.0
848,Wall Street investment h s website questioning the corona placementspic twitter com AyKlLiJ1IG,0.0
849,2017 No Better yet but Corona C virus is ring-shaped virus gn Name America twitter pic com aO67bGFcrW,-0.25
850,People who have not seen all the Twilight and Hunger Games all you m ritez to be contaminated not corona virus before everyone,0.0
851,Y Had a girl had Coronavirus beside me I'm not holding me to eat my personal chouquettes,0.0
852,No but arete you and you will also tell us that the corona virus is not Islamic,0.0
853,Corona me 52 system peak twitter com AqarkTz0yi,0.0
854,Lol I prefer f rerais Corona Virus this shit,0.30000000000000004
855,The corona virus is also entitled him to celebrate Valentine's Day,0.0
856,I'm on my mac j'fais j'le in fashion and want to be all eyeGO the rst having the good will j arr te me up t Corona you,0.7
857,We learn a little more when the situation of homestands episode with the corona virus homestands The f February and March and the Spark in China are canceled s s Some games will add to the homestand in week 5,0.15625
858,god it's you pla t I want to thank you and the corona,0.0
859,Corona virus warning first case in Africa tect The authorities have gyptiennes signal s first case on the ground Egyptian peak twitter com rOU7ornfFd,0.25
860,It may Coughing after Corona of Health,0.0
861,In true is s blc but so Fr rot we'll all die of Corona virus anyway we,0.35
862,Your p re corona he not judge me,0.0
863,Vitaa Slimane now we see more than the Corona virus VictoiresDeLaMusique,0.5
864,Stuani doubled again to go snatch the draw the Coro,0.0
865,Corona virus Song of Fr d ric via Fromet,0.0
866,Mdrrrrr Suiton corona virus,0.0
867,Only I think that the coronavirus is a chemical attack to a trade war,0.0
868,She expects the caravan of death Or does she have time to drink a corona before we leave,0.0
869,Wesh why the media does not speak of 6723 Chinese patients who gu laughed corona virus,0.35
870,I wonder if Congo had to be struck by the Corona virus,0.0
871,ah this is not the corona virus but the coronary Repair Good r establishment,0.7
872,There really has twittos ridolos during Victoires2020 They succeeded r see the Corona Virus Pokahontas and Arielle Dombasle J hurts for Ang j esp re that it has humor,0.2
873,THE BADISSI LOUIZA HENOUNE AND CORONA VIRUS peak twitter com 8d1rPNOxoQ,0.0
874,"We qd m me to agree that this game against Amiens meaning the mire, and these qd m 2 are crack me better in a bubble anti-tank the shelter of the corona and other tt tackles in the throat not",-0.00833333333333334
875,THE CABALES reptilian TRIBULATIONS SEX TAPE OF THE PLOTS GRIVEAUX RUSSIAN DEPUTY AND OUR CORONA new season of BLACK BARON on CANAL,-0.010101010101010102
876,Friday 14 F FEBRUARY Here the corona information of today virus infected 7171 64461 1384 ris gu dead Happy valentine EVENT IN FRANCE 11 cases in France 3 in France ris gu See you tomorrow for information coronavirus spike twitter com 0EZSZORuqg,0.30000000000000004
877,And the guy who voil of cid to seal the atmospheric re talking Corona virus,0.0
878,Good enough Rigol found was a case of corona virus in Egypt if only I remained silent in my country,0.175
879,Ignorance kills more than Corona,0.5
880,G never been so sick of my life I think I en the corona's,-0.7142857142857143
881,The corona virus as d j d clar by world habilet e institution as an international threat we are seeking a combination of international efforts to prevent the global spread of this virus,0.0
882,Ahahahahahahahah will you fucked zebi c c you under corona virus after a pack has 2k with juan mata double,-0.3
883,The official China lies his people and you map the corona is expanding,0.0
884,This is love as sushilovers SanValentino corona peak twitter com xhsRZnpupZ,0.5
885,Ah ow corona I will ask decathlon,0.0
886,Covid 19 c is coronavirus disease in 2019 so the disease is the virus c SARS2,0.0
887,t s r as the air lines his touch You never know with the corona,0.0
888,Azoul 3omrijetaime this big bitch Mst m bola me and the corona not affect strength to take its customers khels returns dirty tchoin panarabist in your Iveco make your passes 5 on the Seine Watching his likes you understand,-0.3
889,Knowing that the PS4 their cost was 381 launched without the software or licenses I see a 479 if the corona virus does not last too long because it could have an impact on the price of component D j as RAM and DD will soon t increase,-0.025
890,hadak al corona virus he does that in Egypt the Al Sissi wala other,-0.125
891,CORONA VIRUS SPREADS IN CHINA HIGH SPEED CONTAMINATION OF PASSING THE DEAD 65000 1830 172 PROFESSIONALS ARE ALSO SANT TOMB S PATIENTS BY CORONA VIRUS THAT ONLY IN CHINA,-0.013333333333333336
892,Go have all Corona Virus,0.0
893,Fortunately the corona virus is still the,0.4
894,She coronavirus The only pr Simpson says the future more,0.16666666666666666
895,N t is there no healthy party spirit of the Chinese Communist Party leaders have expressed that the only effective antidote against Corona virus is to raise the age if the Muslim people of Turkistan and end its extermination,0.0875
896,C is the soothing and irresponsible communication to be the main cause of the spread of AIDS corona like a capitalist ideology of consumption all costs as if we were only No animals subjected to determinism,0.08333333333333333
897,mdrrr the go t is how wsh mdrrr has stinks corona,-0.6
898,An antiviral treatment will be effective against the virus Corona case follow a test on a single patient is almost impossible interpreted ter,-0.046031746031746014
899,Urgent Apple t v the secret Corona Virus,-0.4
900,One evening a photo R ve r ve vaporarium Luchon pyr n es sculpture Gloria Corona wink marble eye via,0.0
901,Wsh your Corona viruses or anything,0.0
